日期 平均温度(四次平均) 最高气温 出现时间 最低气温 出现时间
2011-08-29 23.475 29 15:39 17 05:32
2011-08-30 24.35 31 15:48 18 06:06
2011-08-31 24.625 32 16:31 18 05:54
2011-09-01 24.7 31 13:39 18 04:53
2011-09-02 23.4 28 15:26 20 03:54
2011-09-03 23.525 27 13:23 21 03:20
2011-09-04 18.475 23 20:01 17 08:48
2011-09-05 17.7 19 12:36 16 08:39
2011-09-06 16.1 17 20:08 15 20:00
2011-09-07 15.675 17 16:39 14 00:47
2011-09-08 18.225 22 15:28 15 04:16
2011-09-09 19.175 23 14:44 15 04:06
2011-09-10 19.1 21 12:49 17 01:23
2011-09-11 14.125 18 20:01 13 07:43
2011-09-12 15.35 18 17:28 14 20:05
2011-09-13 16.625 17 13:34 15 20:10
2011-09-14 16.875 19 15:49 15 06:19
2011-09-15 18.2 22 14:21 16 05:51
2011-09-16 18.4 23 10:43 13 05:26
2011-09-17 14.85 19 20:56 12 19:54
2011-09-18 10.275 12 20:21 9 19:16
2011-09-19 11.75 18 15:46 8 01:06
2011-09-20 14.425 21 16:24 10 06:05
2011-09-21 15.525 24 15:18 8 05:38
2011-09-22 17.875 25 16:02 11 04:40
2011-09-23 17.725 25 15:32 11 04:11
2011-09-24 18.025 26 14:47 10 06:05
2011-09-25 19.35 26 14:51 13 06:38
2011-09-26 18.8 23 13:19 13 06:00
2011-09-27 17.45 21 11:37 15 03:56
2011-09-28 15.775 17 20:04 15 07:16
2011-09-29 16.9 20 15:26 14 00:10
2011-09-30 17.3 24 15:58 10 06:13
2011-10-01 16.4 19 14:11 14 02:17
2011-10-02 14.475 17 14:56 12 19:59
2011-10-03 13.325 19 14:45 7 05:37
2011-10-04 15 19 15:03 12 05:43
2011-10-05 15.85 23 15:47 9 06:27
2011-10-06 16.75 28 15:27 8 05:51
2011-10-07 17.75 25 15:09 11 06:22
2011-10-08 20 24 14:56 12 05:43
2011-10-09 19.45 24 14:43 16 05:01
2011-10-10 16.075 18 20:01 15 19:58
2011-10-11 15.025 18 11:43 13 02:27
2011-10-12 14.275 16 16:42 13 23:31
2011-10-13 15.7 21 14:11 11 23:04
2011-10-14 14.325 21 14:22 7 05:38
2011-10-15 14.225 20 15:25 8 23:48
2011-10-16 14.675 24 14:30 7 06:26
2011-10-17 15.15 26 16:07 7 05:22
2011-10-18 16.55 23 15:03 8 06:35
2011-10-19 17.225 22 13:54 12 05:09
2011-10-20 16.15 21 15:10 13 06:22
2011-10-21 14.075 21 15:32 7 06:54
2011-10-22 13.25 17 10:21 10 03:18
2011-10-23 12.575 13 14:32 12 21:47
2011-10-24 9.125 13 01:35 6 19:47
2011-10-25 7.575 13 15:34 1 06:50
2011-10-26 8.875 12 12:50 6 00:43
2011-10-27 10.1 15 15:04 5 06:52
2011-10-28 11.2 17 14:00 6 06:01
2011-10-29 10.525 17 15:10 4 06:45
2011-10-30 12.4 15 15:09 10 04:16
2011-10-31 14.225 19 13:19 11 05:38
2011-11-01 14 16 13:50 12 23:39
2011-11-02 14.25 16 11:51 12 22:43
2011-11-03 12.525 14 14:11 10 07:34
2011-11-04 12.2 14 14:57 11 04:55
2011-11-05 11.8 12 14:37 11 10:45
2011-11-06 9.7 11 20:14 8 19:02
2011-11-07 8.05 9 21:08 7 19:42
2011-11-08 10.075 14 13:00 7 20:01
2011-11-09 9.75 15 15:39 7 04:10
2011-11-10 7.8 12 15:57 4 06:37
2011-11-11 8.425 15 15:35 3 06:08
2011-11-12 9.7 14 12:44 6 06:03
2011-11-13 9.875 19 15:55 3 07:12
2011-11-14 8.9 15 13:27 2 07:01
2011-11-15 9.65 11 13:18 8 02:39
2011-11-16 9.45 10 16:02 8 02:04
2011-11-17 9.1 10 20:09 8 06:23
2011-11-18 11.375 15 13:42 8 00:22
2011-11-19 8 12 20:01 5 19:54
2011-11-20 6.425 12 14:40 2 00:22
2011-11-21 5.375 9 11:13 2 01:41
2011-11-22 8.675 14 15:16 4 06:41
2011-11-23 4.925 9 14:17 1 06:28
2011-11-24 4.325 9 14:32 0 06:30
2011-11-25 3.975 6 13:57 0 05:33
2011-11-26 5.05 10 15:19 1 03:24
2011-11-27 7.025 12 12:25 2 06:06
2011-11-28 6.125 8 20:01 5 19:57
2011-11-29 3.025 5 23:36 0 14:41
2011-11-30 1.575 4 11:37 0 03:25
2011-12-01 1.25 5 14:33 -2 04:49
2011-12-02 3.075 9 14:20 -1 05:48
2011-12-03 2.3 5 13:30 0 23:10
2011-12-04 3.425 6 14:25 2 23:34
2011-12-05 1.775 3 20:01 0 07:30
2011-12-06 2 3 11:23 0 01:11
2011-12-07 4.55 8 14:55 2 22:44
2011-12-08 1.25 5 14:47 -2 06:16
2011-12-09 -1.525 4 15:40 -5 06:37
2011-12-10 -0.8 3 14:33 -4 04:41
2011-12-11 0.2 6 13:21 -3 07:17
2011-12-12 3.125 9 15:16 0 03:43
2011-12-13 2.575 9 14:44 -2 06:07
2011-12-14 3.8 9 13:29 0 23:39
2011-12-15 -0.675 4 15:26 -3 07:06
2011-12-16 -2.05 4 14:44 -7 07:01
2011-12-17 -0.775 4 14:56 -5 03:29
2011-12-18 1.25 7 14:44 -2 08:13
2011-12-19 -0.05 7 14:50 -5 05:45
2011-12-20 0.55 5 14:33 -4 07:30
2011-12-21 1.375 6 12:48 -2 06:37
2011-12-22 -0.4 5 14:57 -3 05:22
2011-12-23 0.375 6 14:22 -5 01:41
2011-12-24 0.475 7 14:48 -5 06:31
2011-12-25 1.175 9 15:47 -5 03:23
2011-12-26 1.6 6 15:18 -2 04:27
2011-12-27 -0.95 4 14:59 -4 07:20
2011-12-28 0.7 9 15:06 -5 04:43
2011-12-29 -0.175 3 15:39 -3 05:04
2011-12-30 0.175 4 12:38 -1 19:54
2011-12-31 1.075 9 14:17 -5 07:47
2012-01-01 -2.55 2 14:55 -6 04:20
2012-01-02 0.7 6 13:25 -3 02:39
2012-01-03 -0.125 4 13:33 -2 06:25
2012-01-04 -4.2 2 15:32 -9 07:17
2012-01-05 -2.25 5 14:24 -9 07:48
2012-01-06 -2.85 4 12:57 -7 06:54
2012-01-07 -1.775 2 15:04 -6 04:57
2012-01-08 -0.575 5 14:41 -6 04:47
2012-01-09 -1.125 7 14:31 -6 06:35
2012-01-10 0.575 6 14:40 -5 02:27
2012-01-11 -0.85 4 14:38 -3 00:38
2012-01-12 -1.6 5 16:01 -6 03:58
2012-01-13 0.55 6 14:25 -4 01:10
2012-01-14 0.325 6 15:08 -4 03:02
2012-01-15 -0.825 5 14:26 -5 06:57
2012-01-16 -0.975 2 13:54 -4 03:15
2012-01-17 -0.5 5 13:03 -4 06:10
2012-01-18 -0.4 1 14:33 -1 02:21
2012-01-19 1 3 15:05 0 21:54
2012-01-20 -0.575 1 20:01 -2 20:00
2012-01-21 -4.7 -2 20:01 -6 19:54
2012-01-22 -5.825 -2 14:58 -7 19:47
2012-01-23 -5.4 0 14:18 -10 07:19
2012-01-24 -3.575 0 14:14 -5 07:19
2012-01-25 -3.525 5 15:59 -10 07:01
2012-01-26 -2.175 5 13:33 -7 01:50
2012-01-27 -0.425 8 13:48 -7 07:03
2012-01-28 0.6 6 15:24 -3 05:49
2012-01-29 -1.05 2 14:14 -3 07:18
2012-01-30 -0.2 4 14:50 -2 03:42
2012-01-31 2 13 15:15 -6 07:32
2012-02-01 -1.15 4 20:15 -3 07:33
2012-02-02 -3.525 2 14:42 -7 06:38
2012-02-03 -0.775 8 15:17 -6 05:15
2012-02-04 -1.75 1 10:42 -4 07:06
2012-02-05 3.025 10 13:47 -3 06:31
2012-02-06 2.9 9 13:07 -2 03:25
2012-02-07 -2.925 2 15:34 -7 07:07
2012-02-08 -1.725 2 13:58 -5 23:18
2012-02-09 -2.275 3 14:53 -7 04:44
2012-02-10 0.6 6 15:27 -3 21:28
2012-02-11 2.45 9 12:50 -4 06:59
2012-02-12 2.55 6 14:46 0 19:47
2012-02-13 0.8 9 15:44 -5 06:28
2012-02-14 2.45 10 14:51 -3 06:54
2012-02-15 1.875 5 13:33 0 04:53
2012-02-16 1 7 14:35 -3 05:38
2012-02-17 0.525 7 15:37 -3 23:00
2012-02-18 0.35 6 15:14 -5 05:48
2012-02-19 2.15 11 13:47 -6 06:26
2012-02-20 5.45 12 12:53 -1 07:37
2012-02-21 7.425 13 13:24 2 07:19
2012-02-22 7.025 13 14:29 0 05:53
2012-02-23 4.95 8 23:29 2 08:37
2012-02-24 2.95 5 16:27 0 06:58
2012-02-25 1.975 4 20:01 0 05:54
2012-02-26 1.175 5 13:47 -2 04:19
2012-02-27 2.475 8 13:12 -3 07:09
2012-02-28 2.425 7 15:54 -2 07:10
2012-02-29 3.7 9 12:36 1 06:29
2012-03-01 2.4 3 16:06 1 10:01
2012-03-02 2 3 12:52 1 19:44
2012-03-03 -0.125 1 20:01 -1 09:47
2012-03-04 0.7 3 15:30 -1 23:44
2012-03-05 3.85 9 14:33 0 06:59
2012-03-06 6.15 11 13:41 2 06:17
2012-03-07 6.975 13 13:02 1 06:45
2012-03-08 5 8 10:40 3 19:56
2012-03-09 4.35 9 14:09 0 04:26
2012-03-10 6.075 15 15:11 -1 04:15
2012-03-11 2.925 8 20:01 -1 06:59
2012-03-12 3.225 9 15:55 -2 06:43
2012-03-13 7.875 18 14:14 -1 04:56
2012-03-14 10.35 15 13:51 4 06:20
2012-03-15 6.275 9 20:01 4 19:04
2012-03-16 8.575 16 15:54 1 05:21
2012-03-17 11.4 20 14:14 2 06:38
2012-03-18 7.475 13 20:01 4 19:59
2012-03-19 0.325 4 20:03 0 10:26
2012-03-20 2.95 6 14:33 0 20:07
2012-03-21 1.5 4 20:01 0 12:02
2012-03-22 4.1 8 15:26 0 23:54
2012-03-23 7.775 13 15:44 3 01:46
2012-03-24 9.425 19 14:44 0 06:21
2012-03-25 11.575 22 15:00 1 05:40
2012-03-26 14.075 23 15:21 4 06:39
2012-03-27 14.875 25 16:11 5 06:19
2012-03-28 16.55 23 14:48 11 06:57
2012-03-29 14.2 19 15:07 11 07:39
2012-03-30 14.05 19 12:32 11 06:59
2012-03-31 13.5 22 17:37 2 04:06
2012-04-01 16.725 23 14:36 10 05:47
2012-04-02 10.325 19 20:01 8 19:52
2012-04-03 10.725 20 15:07 1 05:53
2012-04-04 13.625 23 14:22 5 03:04
2012-04-05 15.4 24 14:35 5 05:13
2012-04-06 15.6 24 16:08 7 06:04
2012-04-07 17.625 26 16:46 9 05:11
2012-04-08 19.45 28 14:47 10 06:10
2012-04-09 15.65 21 20:01 13 06:08
2012-04-10 15.675 22 16:42 10 05:05
2012-04-11 15.675 20 14:53 11 04:03
2012-04-12 9.95 16 20:01 7 08:18
2012-04-13 14.75 23 15:55 5 04:38
2012-04-14 15.45 22 13:42 7 03:28
2012-04-15 15.95 26 16:53 6 05:01
2012-04-16 15.625 22 13:28 10 04:29
2012-04-17 16.375 21 13:23 11 04:14
2012-04-18 18.225 24 14:41 14 05:43
2012-04-19 19.3 27 13:38 10 05:41
2012-04-20 16.875 21 20:01 14 07:04
2012-04-21 16.425 22 16:24 12 02:23
2012-04-22 19.3 26 13:23 12 05:01
2012-04-23 22.55 27 12:11 17 05:38
2012-04-24 16.825 23 20:12 13 19:52
2012-04-25 14.35 20 15:18 9 06:09
2012-04-26 18.6 25 14:16 8 05:55
2012-04-27 22.15 31 15:47 11 05:55
2012-04-28 20.75 25 11:10 15 05:28
2012-04-29 17.95 25 15:54 12 06:33
2012-04-30 17.2 21 11:52 14 02:50
2012-05-01 19.15 25 15:41 15 04:07
2012-05-02 20.6 27 13:09 13 06:23
2012-05-03 21.875 27 14:34 16 06:01
2012-05-04 21.85 30 15:48 13 05:06
2012-05-05 22.7 32 15:15 13 04:31
2012-05-06 24.45 32 14:39 14 06:07
2012-05-07 21.275 26 20:01 19 20:00
2012-05-08 21.875 28 14:22 14 05:40
2012-05-09 22.175 27 15:21 17 05:31
2012-05-10 23.375 29 13:10 16 05:04
2012-05-11 21.675 26 11:53 17 05:23
2012-05-12 17.325 21 20:01 14 19:57
2012-05-13 17.275 25 13:25 9 05:11
2012-05-14 19.9 27 15:24 14 05:58
2012-05-15 19.875 28 15:02 12 04:29
2012-05-16 21.25 30 13:59 9 05:59
2012-05-17 22.05 32 17:15 11 05:32
2012-05-18 23.425 27 13:53 18 05:53
2012-05-19 23.925 29 14:06 15 05:22
2012-05-20 23.025 29 14:43 18 05:08
2012-05-21 19.725 23 14:32 15 06:08
2012-05-22 18.475 20 20:02 17 19:25
2012-05-23 19.625 26 14:45 14 05:02
2012-05-24 20.15 24 14:33 17 05:35
2012-05-25 20.6 28 16:14 13 04:30
2012-05-26 23.675 32 15:49 14 05:37
2012-05-27 23.8 31 14:33 17 06:17
2012-05-28 24.075 29 15:10 18 04:38
2012-05-29 20.275 25 20:01 16 09:48
2012-05-30 22.075 28 15:52 13 05:42
2012-05-31 21.9 25 12:01 18 05:22
2012-06-01 22.175 27 12:23 19 05:18
2012-06-02 24.025 30 14:39 16 05:15
2012-06-03 24.125 27 12:31 20 05:59
2012-06-04 25.125 31 14:17 17 05:44
2012-06-05 25.875 31 14:02 20 04:09
2012-06-06 23.95 27 15:04 20 05:43
2012-06-07 24.8 32 15:24 17 03:09
2012-06-08 26.6 33 11:27 19 02:43
2012-06-09 28.45 37 15:38 19 05:00
2012-06-10 28.175 37 15:32 21 05:21
2012-06-11 25.9 33 16:12 16 05:40
2012-06-12 27.4 37 15:23 17 05:18
2012-06-13 31.1 40 13:32 18 05:23
2012-06-14 28.075 33 16:56 22 06:08
2012-06-15 26.975 34 17:06 17 04:46
2012-06-16 28.65 35 15:24 18 05:07
2012-06-17 29.5 35 14:46 23 04:21
2012-06-18 29.775 38 15:55 20 05:59
2012-06-19 29 35 15:43 22 05:23
2012-06-20 28.075 33 13:04 22 05:10
2012-06-21 29.85 34 14:33 22 05:42
2012-06-22 30.075 37 14:37 22 05:34
2012-06-23 27.75 35 12:22 21 17:43
2012-06-24 26.175 32 14:07 22 20:45
2012-06-25 21.775 24 20:01 20 03:45
2012-06-26 24.3 28 15:07 19 05:31
2012-06-27 23.55 27 13:40 21 06:47
2012-06-28 20.975 23 20:27 20 04:03
2012-06-29 22.225 25 12:51 20 03:21
2012-06-30 23.95 29 12:55 20 04:15
