日期 平均温度(四次平均) 最高气温 出现时间 最低气温 出现时间
2011-09-01 26.5 33 13:32 20 06:17
2011-09-02 23.6 27 14:58 21 06:23
2011-09-03 23.95 27 14:20 22 05:26
2011-09-04 19.15 22 20:01 17 08:51
2011-09-05 19.1 20 14:24 18 19:25
2011-09-06 17.625 18 12:48 16 19:48
2011-09-07 17.475 20 16:50 16 03:53
2011-09-08 19.375 23 14:41 16 04:29
2011-09-09 21.2 25 14:25 18 03:26
2011-09-10 19.75 22 14:25 18 19:47
2011-09-11 14.95 18 20:01 14 06:09
2011-09-12 17.05 22 16:45 15 20:01
2011-09-13 17.8 19 14:30 16 23:56
2011-09-14 17.9 20 14:30 16 03:56
2011-09-15 19.95 24 16:10 17 23:29
2011-09-16 20.225 24 13:29 16 06:08
2011-09-17 15.525 20 20:01 13 19:57
2011-09-18 11.775 13 20:46 10 19:53
2011-09-19 13.525 20 15:24 9 00:32
2011-09-20 16.675 24 15:09 12 04:30
2011-09-21 17.675 26 14:53 11 06:16
2011-09-22 19.7 28 15:59 14 06:05
2011-09-23 20.225 28 15:31 13 06:06
2011-09-24 20.35 28 14:19 13 05:15
2011-09-25 21.025 28 14:58 14 06:24
2011-09-26 20.075 24 12:31 15 06:21
2011-09-27 17.925 21 11:26 15 02:48
2011-09-28 17.3 18 12:17 16 06:17
2011-09-29 18.3 23 14:28 16 01:38
2011-09-30 19.025 26 15:37 13 05:59
2011-10-01 18.125 21 13:36 15 07:30
2011-10-02 16.675 19 14:55 15 06:21
2011-10-03 15.425 21 14:19 10 04:42
2011-10-04 16.625 20 15:36 13 04:54
2011-10-05 18.975 27 14:44 12 05:32
2011-10-06 18.75 27 14:21 11 05:43
2011-10-07 18.925 27 15:23 12 06:22
2011-10-08 20.125 27 13:48 13 06:27
2011-10-09 20.375 25 13:29 17 00:27
2011-10-10 16.95 19 20:19 16 17:19
2011-10-11 16.475 19 11:45 15 00:45
2011-10-12 16 19 15:16 15 00:38
2011-10-13 18.325 24 13:27 15 23:17
2011-10-14 16.475 24 13:36 10 05:15
2011-10-15 17 22 15:20 12 23:20
2011-10-16 18.6 26 14:03 12 07:08
2011-10-17 16.325 27 15:44 8 06:49
2011-10-18 16 25 14:05 9 06:34
2011-10-19 17.225 23 13:05 12 06:10
2011-10-20 17 22 14:58 14 06:33
2011-10-21 15.275 22 14:41 9 06:29
2011-10-22 13.5 17 11:20 10 04:45
2011-10-23 14.275 16 16:10 13 23:29
2011-10-24 9.975 14 00:48 7 19:51
2011-10-25 9.35 15 14:50 4 06:14
2011-10-26 10 13 12:23 6 00:47
2011-10-27 11.95 19 14:17 6 06:21
2011-10-28 12.275 19 14:34 7 05:52
2011-10-29 11.6 17 14:09 6 06:38
2011-10-30 13.025 14 15:04 11 07:24
2011-10-31 15.1 19 13:45 11 05:52
2011-11-01 14.525 16 15:21 12 00:10
2011-11-02 15.25 17 13:05 13 03:55
2011-11-03 13.525 15 20:01 11 08:32
2011-11-04 13.3 15 14:52 11 06:18
2011-11-05 13.675 14 14:53 12 05:40
2011-11-06 11.725 13 20:06 10 19:34
2011-11-07 9.575 10 22:00 9 12:16
2011-11-08 10.775 13 12:20 9 20:52
2011-11-09 11.025 15 14:24 7 06:13
2011-11-10 9.075 13 14:47 5 05:41
2011-11-11 10.175 16 15:41 4 06:42
2011-11-12 11.8 16 12:10 8 06:03
2011-11-13 11.3 19 13:43 4 06:49
2011-11-14 9.325 15 13:44 4 06:52
2011-11-15 10.825 13 14:04 9 23:41
2011-11-16 10.075 10 17:36 9 03:05
2011-11-17 10 10 20:01 9 07:00
2011-11-18 13.45 19 14:54 9 21:27
2011-11-19 11.3 15 15:18 7 19:35
2011-11-20 7 11 15:07 3 05:38
2011-11-21 7.275 10 12:26 4 01:53
2011-11-22 11.625 17 14:01 7 03:26
2011-11-23 5.7 12 20:01 2 07:16
2011-11-24 4.5 8 14:56 0 03:53
2011-11-25 5.15 6 12:18 3 22:30
2011-11-26 7.95 12 15:31 5 20:27
2011-11-27 7.3 11 13:09 4 06:59
2011-11-28 7.4 8 21:02 6 18:28
2011-11-29 4.625 7 01:37 2 15:40
2011-11-30 3.35 4 13:02 2 20:11
2011-12-01 3.725 7 13:42 0 03:56
2011-12-02 3.6 9 14:58 0 08:06
2011-12-03 3.05 4 14:07 1 05:39
2011-12-04 3.575 4 14:25 2 02:47
2011-12-05 3.375 4 21:04 2 08:25
2011-12-06 4.325 6 13:47 3 07:01
2011-12-07 7.675 13 14:00 4 00:51
2011-12-08 2.875 8 14:26 0 07:33
2011-12-09 0.9 5 14:06 -3 07:16
2011-12-10 2.5 7 14:40 0 06:35
2011-12-11 3 8 12:10 -2 06:16
2011-12-12 4.875 11 14:58 0 08:06
2011-12-13 3.225 10 14:53 -1 06:17
2011-12-14 5.075 11 13:16 1 05:38
2011-12-15 0.975 6 15:33 -2 07:26
2011-12-16 0 5 13:59 -3 06:23
2011-12-17 0.075 5 14:58 -4 04:56
2011-12-18 1.725 6 14:45 -1 07:51
2011-12-19 0.575 5 13:59 -2 06:57
2011-12-20 1.425 6 14:52 -1 06:34
2011-12-21 3.275 9 13:57 -1 05:49
2011-12-22 1.3 7 14:49 -2 07:48
2011-12-23 3.8 9 14:13 -2 00:47
2011-12-24 3.425 9 14:38 -1 03:46
2011-12-25 1.325 9 14:53 -3 07:36
2011-12-26 2.05 6 15:23 -1 03:38
2011-12-27 0.775 5 13:42 -2 07:41
2011-12-28 1.875 9 14:32 -2 06:51
2011-12-29 1.775 4 14:29 0 07:32
2011-12-30 1.05 2 20:01 0 03:32
2011-12-31 3.725 11 14:33 -1 05:58
2012-01-01 -1.125 2 20:01 -2 07:38
2012-01-02 3.025 9 14:58 -1 22:58
2012-01-03 2.6 5 14:51 0 07:12
2012-01-04 -1.775 4 14:41 -5 06:57
2012-01-05 -1.45 5 15:04 -7 07:18
2012-01-06 -0.975 3 14:18 -4 07:03
2012-01-07 -0.625 1 13:37 -2 06:33
2012-01-08 0.5 6 14:33 -3 07:43
2012-01-09 0.5 8 15:25 -4 07:52
2012-01-10 1.575 8 13:53 -3 06:49
2012-01-11 -0.05 3 20:18 -1 07:59
2012-01-12 0.05 5 15:19 -4 03:13
2012-01-13 0.75 5 14:38 -3 02:57
2012-01-14 1.125 6 13:45 -2 03:11
2012-01-15 0.325 4 15:11 -2 06:58
2012-01-16 -0.2 2 16:23 -1 01:33
2012-01-17 -0.375 3 13:14 -2 03:28
2012-01-18 1.35 1 13:59 0 10:32
2012-01-19 2.475 4 14:21 1 04:09
2012-01-20 1.375 2 20:01 0 19:58
2012-01-21 -2.725 0 20:09 -4 19:52
2012-01-22 -3.65 -1 15:34 -5 23:31
2012-01-23 -2.2 3 15:12 -6 04:53
2012-01-24 -0.8 3 14:11 -3 05:25
2012-01-25 -0.4 7 15:52 -6 07:27
2012-01-26 0.425 8 15:43 -5 07:22
2012-01-27 1.425 9 14:54 -3 06:43
2012-01-28 2.175 7 15:05 -1 04:23
2012-01-29 0.125 2 20:21 -1 07:23
2012-01-30 1.325 5 14:57 0 07:29
2012-01-31 2.875 14 15:39 -3 07:37
2012-02-01 0.025 3 20:01 -1 06:44
2012-02-02 -1.4 3 13:46 -4 07:12
2012-02-03 0.45 8 14:52 -4 07:26
2012-02-04 -0.125 2 12:43 -2 01:05
2012-02-05 3.875 9 15:39 0 07:35
2012-02-06 4.125 10 13:53 0 03:04
2012-02-07 0.3 5 16:01 -3 06:14
2012-02-08 0.7 6 15:28 -1 04:06
2012-02-09 0.575 5 15:01 -3 04:34
2012-02-10 2.9 8 14:11 0 07:23
2012-02-11 2.3 9 16:28 -4 06:54
2012-02-12 3.675 7 15:01 2 00:29
2012-02-13 3.425 8 15:27 -1 05:46
2012-02-14 4.1 11 12:51 -1 06:46
2012-02-15 3.825 6 15:35 2 05:27
2012-02-16 3.3 8 15:35 -1 06:42
2012-02-17 2.375 9 13:25 -2 05:08
2012-02-18 3.325 10 15:15 -1 06:20
2012-02-19 3.4 11 16:02 -3 06:56
2012-02-20 5.525 11 15:09 0 07:04
2012-02-21 6.95 11 14:06 1 06:38
2012-02-22 7.7 13 16:15 1 06:18
2012-02-23 6.825 11 20:15 4 09:12
2012-02-24 5.225 8 16:22 2 06:59
2012-02-25 3.95 6 20:07 2 06:48
2012-02-26 2.825 6 15:18 0 03:02
2012-02-27 3.325 9 14:52 -2 04:04
2012-02-28 4.325 8 15:57 0 07:03
2012-02-29 6.15 10 12:59 3 06:24
2012-03-01 4.325 6 20:01 3 13:26
2012-03-02 4.05 6 12:53 3 01:36
2012-03-03 1.95 3 15:16 0 09:26
2012-03-04 3.275 6 14:00 0 03:34
2012-03-05 6.75 11 15:51 2 07:52
2012-03-06 8.375 13 14:03 5 06:45
2012-03-07 8.55 14 15:05 3 05:55
2012-03-08 7.05 10 20:02 5 19:59
2012-03-09 5.675 11 15:11 1 05:57
2012-03-10 8.7 18 16:12 1 06:08
2012-03-11 4.725 11 20:51 1 07:54
2012-03-12 4.2 10 16:17 -1 06:37
2012-03-13 9.2 20 15:31 0 06:37
2012-03-14 10.15 16 14:23 4 05:43
2012-03-15 7.575 11 20:01 5 13:34
2012-03-16 11.075 19 16:25 5 04:31
2012-03-17 12.075 20 15:45 4 06:36
2012-03-18 8.8 16 20:01 5 19:58
2012-03-19 2.6 5 20:04 1 04:44
2012-03-20 4.875 8 14:30 2 01:40
2012-03-21 2.55 6 20:01 1 12:28
2012-03-22 5.425 9 15:15 2 20:07
2012-03-23 11.225 15 15:13 4 00:54
2012-03-24 12.325 22 15:03 2 06:32
2012-03-25 13.275 22 14:00 3 06:30
2012-03-26 13.3 21 13:35 5 06:12
2012-03-27 15.925 25 15:21 7 06:00
2012-03-28 16.35 22 13:51 9 06:33
2012-03-29 16.4 22 14:59 12 03:32
2012-03-30 15.825 20 14:18 12 06:25
2012-03-31 15.55 24 15:42 7 04:37
2012-04-01 15.05 22 12:56 7 05:32
2012-04-02 12.125 21 15:43 9 19:54
2012-04-03 14.05 23 15:54 4 06:08
2012-04-04 17.325 27 15:07 9 04:46
2012-04-05 17.85 27 15:50 9 06:17
2012-04-06 19.1 27 14:05 10 06:30
2012-04-07 19.95 28 13:47 10 06:07
2012-04-08 20.775 30 16:01 10 06:29
2012-04-09 16.875 23 20:12 14 19:36
2012-04-10 17.925 24 15:57 12 04:30
2012-04-11 16.65 21 14:43 13 05:28
2012-04-12 12.975 15 16:50 9 08:25
2012-04-13 17.975 26 14:40 10 04:59
2012-04-14 17.2 25 15:51 10 05:23
2012-04-15 18.675 29 16:16 11 04:23
2012-04-16 17.475 22 13:00 13 03:32
2012-04-17 17.25 21 15:54 12 03:48
2012-04-18 19.575 26 14:17 14 05:50
2012-04-19 20.525 28 14:12 13 05:43
2012-04-20 19.6 24 13:50 15 06:16
2012-04-21 17.725 22 15:42 14 05:27
2012-04-22 19.95 26 15:38 15 01:24
2012-04-23 21.8 27 12:27 15 04:56
2012-04-24 18.65 24 20:08 15 19:54
2012-04-25 18 25 15:02 11 05:41
2012-04-26 19.05 29 15:34 8 05:59
2012-04-27 24.1 33 14:36 14 06:10
2012-04-28 21.675 25 13:33 16 06:09
2012-04-29 20.225 25 14:29 15 06:16
2012-04-30 18.65 21 20:01 16 04:56
2012-05-01 21.475 27 14:21 17 04:29
2012-05-02 23.025 29 14:35 16 05:46
2012-05-03 24.275 29 13:11 18 06:49
2012-05-04 24.55 32 15:34 16 05:34
2012-05-05 25.4 33 13:29 16 05:25
2012-05-06 25.8 34 14:47 17 05:50
2012-05-07 22.325 28 20:03 18 11:32
2012-05-08 23.525 30 14:02 16 04:48
2012-05-09 24.075 29 13:05 19 05:28
2012-05-10 24.55 32 16:08 18 05:36
2012-05-11 22.125 26 20:12 19 05:58
2012-05-12 19.9 22 12:07 17 19:39
2012-05-13 18.675 26 14:48 11 05:31
2012-05-14 23.025 30 15:08 16 05:48
2012-05-15 22.575 31 15:29 14 05:52
2012-05-16 22.825 33 13:40 13 05:20
2012-05-17 23.75 33 14:54 14 05:04
2012-05-18 23.95 28 13:46 19 06:26
2012-05-19 25.2 33 15:01 16 05:32
2012-05-20 26.175 32 13:54 18 05:30
2012-05-21 21.975 25 20:24 17 05:36
2012-05-22 19.95 22 20:01 18 05:56
2012-05-23 21.825 26 15:02 16 04:15
2012-05-24 22.075 26 15:13 18 05:44
2012-05-25 23.175 30 15:23 16 04:32
2012-05-26 25.775 33 16:35 16 05:38
2012-05-27 26.05 34 15:01 18 04:36
2012-05-28 24.95 30 13:04 20 03:26
2012-05-29 22.05 27 16:00 18 10:36
2012-05-30 24.025 31 15:09 16 05:24
2012-05-31 23.35 26 14:01 20 06:13
2012-06-01 25.35 31 14:18 21 05:32
2012-06-02 25.35 32 14:47 18 04:33
2012-06-03 26.4 31 15:30 20 05:39
2012-06-04 26.4 33 15:03 19 04:53
2012-06-05 26.95 32 13:46 21 05:41
2012-06-06 25.15 29 14:55 22 23:33
2012-06-07 26.75 34 15:08 20 06:00
2012-06-08 27.9 34 11:12 20 05:43
2012-06-09 29.3 39 14:51 21 04:07
2012-06-10 28.4 36 16:10 22 05:23
2012-06-11 28.225 36 14:23 20 05:43
2012-06-12 30.025 39 14:03 19 04:38
2012-06-13 32.175 43 14:57 20 05:42
2012-06-14 30.9 36 14:58 25 05:27
2012-06-15 28.925 36 16:23 20 05:26
2012-06-16 29.225 37 15:26 20 05:29
2012-06-17 29.9 37 15:13 22 05:20
2012-06-18 31.025 39 14:37 21 05:28
2012-06-19 29.675 36 16:39 23 06:01
2012-06-20 28.35 34 16:29 23 04:44
2012-06-21 29.6 37 13:57 21 05:19
2012-06-22 30.85 38 15:46 22 05:10
2012-06-23 28.8 37 15:46 20 18:24
2012-06-24 26.15 33 14:58 21 05:39
2012-06-25 22.775 24 11:05 21 18:34
2012-06-26 25.175 30 13:34 20 02:05
2012-06-27 25.725 29 14:01 23 01:15
2012-06-28 23.6 26 20:02 21 04:42
2012-06-29 23.475 26 15:31 21 02:48
2012-06-30 26.9 34 15:04 21 05:13
